grupo_equipe;data_inicio_exec;data_fim_exec;aerogerador;desc_especie;desc_esquema;quantidade
AGD;2026-04-07 11:05:00;2026-04-07 11:20:00;SAL-10;TORRE WTG;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-07 14:45:00;2026-04-07 15:00:00;SAL-07;CONVERSOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-07 14:45:00;2026-04-07 15:00:00;SAL-07;GERADOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-07 14:45:00;2026-04-07 15:00:00;SAL-07;NACELLE;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-07 14:45:00;2026-04-07 15:00:00;SAL-07;SISTEMA PITCH;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-07 14:45:00;2026-04-07 15:00:00;SAL-07;TORRE WTG;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-07 15:05:00;2026-04-07 15:20:00;SAL-08;CONVERSOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-07 15:05:00;2026-04-07 15:20:00;SAL-08;GERADOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-07 15:05:00;2026-04-07 15:20:00;SAL-08;NACELLE;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-07 15:05:00;2026-04-07 15:20:00;SAL-08;SISTEMA PITCH;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-07 15:05:00;2026-04-07 15:20:00;SAL-08;TORRE WTG;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-07 15:25:00;2026-04-07 15:40:00;SAL-09;CONVERSOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-07 15:25:00;2026-04-07 15:40:00;SAL-09;GERADOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-07 15:25:00;2026-04-07 15:40:00;SAL-09;NACELLE;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-07 15:25:00;2026-04-07 15:40:00;SAL-09;SISTEMA PITCH;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-07 15:25:00;2026-04-07 15:40:00;SAL-09;TORRE WTG;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-08 14:00:00;2026-04-08 14:15:00;SAL-06;CONVERSOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-08 14:00:00;2026-04-08 14:15:00;SAL-06;GERADOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-08 14:00:00;2026-04-08 14:15:00;SAL-06;NACELLE;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-08 14:00:00;2026-04-08 14:15:00;SAL-06;SISTEMA PITCH;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-08 14:00:00;2026-04-08 14:15:00;SAL-06;TORRE WTG;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-08 14:00:00;2026-04-08 14:30:00;SAL-05;TORRE WTG;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-08 14:20:00;2026-04-08 14:30:00;SAL-05;CONVERSOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-08 14:20:00;2026-04-08 14:30:00;SAL-05;GERADOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-08 14:20:00;2026-04-08 14:30:00;SAL-05;NACELLE;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-08 14:20:00;2026-04-08 14:30:00;SAL-05;SISTEMA PITCH;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-08 14:35:00;2026-04-08 14:48:00;SAL-04;CONVERSOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-08 14:35:00;2026-04-08 14:50:00;SAL-04;GERADOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-08 14:35:00;2026-04-08 14:50:00;SAL-04;NACELLE;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-08 14:35:00;2026-04-08 14:50:00;SAL-04;SISTEMA PITCH;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-08 14:35:00;2026-04-08 14:50:00;SAL-04;TORRE WTG;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-08 14:55:00;2026-04-08 15:05:00;SAL-03;CONVERSOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-08 14:55:00;2026-04-08 15:05:00;SAL-03;GERADOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-08 14:55:00;2026-04-08 15:05:00;SAL-03;NACELLE;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-08 14:55:00;2026-04-08 15:05:00;SAL-03;SISTEMA PITCH;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-08 14:55:00;2026-04-08 15:05:00;SAL-03;TORRE WTG;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-08 15:10:00;2026-04-08 15:20:00;SAL-01;CONVERSOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-08 15:10:00;2026-04-08 15:20:00;SAL-01;GERADOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-08 15:10:00;2026-04-08 15:20:00;SAL-01;NACELLE;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-08 15:10:00;2026-04-08 15:20:00;SAL-01;SISTEMA PITCH;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-08 15:10:00;2026-04-08 15:20:00;SAL-01;TORRE WTG;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-08 15:30:00;2026-04-08 15:45:00;SAL-02;CONVERSOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-08 15:30:00;2026-04-08 15:45:00;SAL-02;GERADOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-08 15:30:00;2026-04-08 15:45:00;SAL-02;NACELLE;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-08 15:30:00;2026-04-08 15:45:00;SAL-02;SISTEMA PITCH;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-08 15:30:00;2026-04-08 15:45:00;SAL-02;TORRE WTG;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
AGD;2026-04-22 08:00:00;2026-04-22 17:00:00;SAL-17;AEROGERADOR;AVALIAÇÃO DE EQUIPE;1
AGD;2026-04-22 08:00:00;2026-04-22 17:00:00;SAL-17;GERADOR;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
AGD;2026-04-22 08:00:00;2026-04-22 17:00:00;SAL-17;NACELLE;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
AGD;2026-04-22 08:00:00;2026-04-22 17:00:00;SAL-17;SISTEMA PITCH;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
AGD;2026-04-22 08:00:00;2026-04-22 17:00:00;SAL-17;TORRE WTG;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
AGD;2026-04-28 08:00:00;2026-04-28 12:00:00;AQB-01;CONVERSOR;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
AGD;2026-05-05 08:00:00;2026-05-05 16:55:00;AQB-01;AEROGERADOR;AVALIAÇÃO DE EQUIPE;1
AGD;2026-05-05 08:00:00;2026-05-05 16:55:00;AQB-01;GERADOR;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
AGD;2026-05-05 08:00:00;2026-05-05 16:55:00;AQB-01;NACELLE;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
AGD;2026-05-05 08:00:00;2026-05-05 16:55:00;AQB-01;SISTEMA PITCH;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
AGD;2026-05-05 08:00:00;2026-05-05 16:55:00;AQB-01;TORRE WTG;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
AGD;2026-05-19 08:00:00;2026-05-19 16:50:00;AQB-08;GERADOR;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
AGD;2026-05-19 08:00:00;2026-05-19 16:50:00;AQB-08;NACELLE;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
AGD;2026-05-19 08:00:00;2026-05-19 16:50:00;AQB-08;SISTEMA PITCH;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
AGD;2026-05-19 08:00:00;2026-05-19 16:50:00;AQB-08;TORRE WTG;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
AGD;2026-05-19 08:00:00;2026-05-20 14:27:00;AQB-08;AEROGERADOR;AVALIAÇÃO DE EQUIPE;1
AGD;2026-05-20 08:00:00;2026-05-20 12:00:00;AQB-08;CONVERSOR;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
AGD;2026-05-27 08:00:00;2026-05-27 16:00:00;AQB-10;AEROGERADOR;APR - PT;1
AGD;2026-05-27 08:00:00;2026-05-27 16:00:00;AQB-10;CONVERSOR;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
AGD;2026-05-27 08:00:00;2026-05-27 16:00:00;AQB-10;GERADOR;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
AGD;2026-05-27 08:00:00;2026-05-27 16:00:00;AQB-10;NACELLE;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
AGD;2026-05-27 08:00:00;2026-05-27 16:00:00;AQB-10;SISTEMA PITCH;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
AGD;2026-05-27 08:00:00;2026-05-27 16:00:00;AQB-10;TORRE WTG;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
AGD;2026-06-09 08:00:00;2026-06-09 12:00:00;AQB-06;AEROGERADOR;APR - PT;1
AGD;2026-06-09 08:00:00;2026-06-09 12:00:00;AQB-06;CONVERSOR;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
AGD;2026-06-09 08:00:00;2026-06-09 12:00:00;AQB-06;GERADOR;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
AGD;2026-06-09 08:00:00;2026-06-09 12:00:00;AQB-06;NACELLE;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
AGD;2026-06-09 08:00:00;2026-06-09 12:00:00;AQB-06;SISTEMA PITCH;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
AGD;2026-06-09 08:00:00;2026-06-09 12:00:00;AQB-06;TORRE WTG;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
BJS;2026-01-16 08:00:00;2026-01-16 10:40:00;PUL-02;TORRE WTG;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
BJS;2026-01-16 08:00:00;2026-01-16 12:17:00;PUL-02;CONVERSOR;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
BJS;2026-01-16 08:00:00;2026-01-16 12:32:00;PUL-02;AEROGERADOR;APR - PT;1
BJS;2026-01-16 09:30:00;2026-01-16 11:02:00;PUL-02;GERADOR;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
BJS;2026-01-16 10:00:00;2026-01-16 11:07:00;PUL-02;NACELLE;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
BJS;2026-01-16 10:00:00;2026-01-16 11:31:00;PUL-02;SISTEMA PITCH;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
BJS;2026-01-19 08:00:00;2026-01-22 09:22:00;RDO-02;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-19 08:00:00;2026-01-22 09:23:00;RDO-04;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-19 08:00:00;2026-01-22 09:24:00;RDO-05;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-19 08:00:00;2026-01-22 09:25:00;RDO-08;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-19 08:00:00;2026-01-22 13:45:00;RDO-18;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-19 08:00:00;2026-01-22 13:46:00;RDO-15;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-19 08:00:00;2026-01-22 13:58:00;RDO-08;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-19 08:00:00;2026-01-22 14:04:00;RDO-87;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-19 08:00:00;2026-01-22 14:10:00;RDO-24;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-19 08:00:00;2026-01-22 14:11:00;RDO-91;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-19 08:00:00;2026-01-22 14:22:00;RDO-84;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-19 08:00:00;2026-01-22 14:35:00;RDO-38;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-19 08:00:00;2026-01-23 13:16:00;RDO-10;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-19 08:00:00;2026-01-23 13:17:00;RDO-06;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-19 08:00:00;2026-01-23 13:23:00;RDO-80;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-19 08:00:00;2026-01-23 13:34:00;RDO-55;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-19 08:00:00;2026-01-23 14:14:00;RDO-50;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-19 08:00:00;2026-01-23 15:05:00;RDO-10;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-19 08:00:00;2026-01-23 15:07:00;RDO-56;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-19 08:00:00;2026-01-23 15:08:00;RDO-24;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-19 08:00:00;2026-01-23 15:09:00;RDO-78;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 10:22:00;RDO-15;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 10:32:00;RDO-33;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 10:46:00;RDO-WS;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 10:47:00;RDO-WS;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 10:51:00;RDO-74;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 10:52:00;RDO-03;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 11:00:00;RDO-74;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 11:01:00;RDO-03;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 11:02:00;RDO-53;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 11:05:00;RDO- K;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 11:08:00;RDO-09;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 11:10:00;RDO-14;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 11:13:00;RDO-12;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 11:14:00;RDO-MV;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 11:16:00;RDO-26;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 11:22:00;RDO-21;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 11:23:00;RDO-85;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 11:24:00;RDO-00;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 11:28:00;RDO-MV;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 11:29:00;RDO-29;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 11:31:00;RDO-43;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 11:36:00;RDO-38;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 11:47:00;RDO-78;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 13:29:00;RDO-23;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 13:30:00;RDO-MV;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 13:32:00;RDO-66;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 13:34:00;RDO-69;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 13:35:00;RDO-MV;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 13:36:00;RDO-17;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 13:39:00;RDO-41;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 13:40:00;RDO-18;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 13:41:00;RDO-00;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 13:43:00;RDO-48;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 13:44:00;RDO-65;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 13:45:00;RDO-53;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 13:48:00;RDO-90;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 13:52:00;RDO-82;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 13:53:00;RDO-60;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 13:53:00;RDO-79;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 13:54:00;RDO-73;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 15:31:00;RDO-77;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 15:33:00;RDO-36;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 15:35:00;RDO-86;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 15:36:00;RDO-38;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 15:40:00;RDO-22;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-20 08:00:00;2026-01-20 15:44:00;RDO-11;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
BJS;2026-01-26 08:00:00;2026-01-26 11:00:00;RDO-20;SISTEMA PITCH;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-01-26 08:00:00;2026-01-26 11:02:00;RDO-20;NACELLE;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-01-26 08:00:00;2026-01-26 11:04:00;RDO-20;GERADOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-01-26 08:00:00;2026-01-26 11:07:00;RDO-20;TORRE WTG;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-01-26 08:00:00;2026-01-26 11:10:00;RDO-20;CONVERSOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-01-26 08:00:00;2026-01-26 11:22:00;RDO-19;SISTEMA PITCH;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-01-26 08:00:00;2026-01-26 11:24:00;RDO-19;NACELLE;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
