grupo_equipe;data_inicio_exec;data_fim_exec;aerogerador;desc_especie;desc_esquema;quantidade
BJS;2026-04-09 08:00:00;2026-04-09 09:34:00;RDO-02;NACELLE;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
BJS;2026-04-09 08:00:00;2026-04-09 09:35:00;RDO-02;GERADOR;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
BJS;2026-04-09 08:00:00;2026-04-09 10:17:00;RDO-02;AEROGERADOR;APR - PT;1
BJS;2026-04-09 08:00:00;2026-04-09 10:17:00;RDO-02;CONVERSOR;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
BJS;2026-04-10 08:00:00;2026-04-10 10:28:00;RDO-10;CONVERSOR;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
BJS;2026-04-10 08:00:00;2026-04-10 10:30:00;RDO-10;AEROGERADOR;AVALIAÇÃO DE EQUIPE;1
BJS;2026-04-16 08:00:00;2026-04-16 09:40:00;RDO-09;TORRE WTG;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
BJS;2026-04-16 08:00:00;2026-04-16 09:42:00;RDO-09;SISTEMA PITCH;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
BJS;2026-04-16 08:00:00;2026-04-16 09:44:00;RDO-09;NACELLE;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
BJS;2026-04-16 08:00:00;2026-04-16 09:46:00;RDO-09;GERADOR;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
BJS;2026-04-16 08:00:00;2026-04-16 10:43:00;RDO-09;AEROGERADOR;APR - PT;1
BJS;2026-04-16 08:00:00;2026-04-16 10:43:00;RDO-09;CONVERSOR;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
BJS;2026-04-24 08:00:00;2026-04-24 10:45:00;RDO-16;GERADOR;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
BJS;2026-04-24 08:00:00;2026-04-24 11:32:00;RDO-16;SISTEMA PITCH;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
BJS;2026-04-24 08:00:00;2026-04-24 13:11:00;RDO-16;NACELLE;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
BJS;2026-04-24 08:00:00;2026-04-24 14:38:00;RDO-16;TORRE WTG;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
BJS;2026-04-29 08:00:00;2026-04-29 12:00:00;RDO-16;AEROGERADOR;AVALIAÇÃO DE EQUIPE;1
BJS;2026-04-29 08:00:00;2026-04-29 12:00:00;RDO-16;CONVERSOR;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
BJS;2026-05-12 08:00:00;2026-05-12 11:38:00;STO-02;GERADOR;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
BJS;2026-05-12 08:00:00;2026-05-12 13:40:00;STO-02;NACELLE;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
BJS;2026-05-12 08:00:00;2026-05-12 13:56:00;STO-02;SISTEMA PITCH;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
BJS;2026-05-12 08:00:00;2026-05-12 15:36:00;STO-02;TORRE WTG;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
BJS;2026-05-13 13:30:00;2026-05-13 15:59:00;STO-02;AEROGERADOR;AVALIAÇÃO DE EQUIPE;1
BJS;2026-05-13 13:30:00;2026-05-13 16:00:00;STO-02;CONVERSOR;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
BJS;2026-05-22 08:00:00;2026-05-22 09:58:00;STO-01;TORRE WTG;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
BJS;2026-05-22 08:00:00;2026-05-22 10:30:00;STO-01;SISTEMA PITCH;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
BJS;2026-05-22 08:00:00;2026-05-22 10:31:00;STO-01;GERADOR;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
BJS;2026-05-22 08:00:00;2026-05-22 10:35:00;STO-01;NACELLE;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
BJS;2026-05-22 08:00:00;2026-05-22 11:19:00;STO-01;AEROGERADOR;APR - PT;1
BJS;2026-05-22 08:00:00;2026-05-22 11:19:00;STO-01;CONVERSOR;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
BJS;2026-05-26 08:00:00;2026-05-27 11:42:00;BJS-07;GERADOR;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
BJS;2026-05-26 08:00:00;2026-05-27 13:45:00;BJS-07;SISTEMA PITCH;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
BJS;2026-05-26 08:00:00;2026-05-27 14:04:00;BJS-07;NACELLE;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
BJS;2026-05-26 08:00:00;2026-05-27 15:02:00;BJS-07;TORRE WTG;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
BJS;2026-05-26 08:00:00;2026-05-27 15:03:00;BJS-07;AEROGERADOR;APR - PT;1
BJS;2026-06-08 08:00:00;2026-06-08 10:07:00;BJS-07;AEROGERADOR;AVALIAÇÃO DE EQUIPE;1
BJS;2026-06-08 08:00:00;2026-06-08 10:32:00;BJS-07;CONVERSOR;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
BJS;2026-06-15 08:00:00;2026-06-15 09:30:00;BJS-06;TORRE WTG;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
BJS;2026-06-15 08:00:00;2026-06-15 09:38:00;BJS-06;SISTEMA PITCH;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
BJS;2026-06-15 08:00:00;2026-06-15 09:40:00;BJS-06;GERADOR;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
BJS;2026-06-15 08:00:00;2026-06-15 10:00:00;BJS-06;NACELLE;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
BJS;2026-06-15 08:00:00;2026-06-15 10:35:00;BJS-06;AEROGERADOR;APR - PT;1
BJS;2026-06-15 08:00:00;2026-06-15 10:35:00;BJS-06;CONVERSOR;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
BJS;2026-06-17 08:00:00;2026-06-17 10:15:00;BJS-14;GERADOR;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
BJS;2026-06-17 08:00:00;2026-06-17 12:52:00;BJS-14;NACELLE;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
BJS;2026-06-17 08:00:00;2026-06-17 12:55:00;BJS-14;AEROGERADOR;APR - PT;1
BJS;2026-06-17 08:00:00;2026-06-17 12:55:00;BJS-14;SISTEMA PITCH;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
BJS;2026-06-17 08:00:00;2026-06-17 12:56:00;BJS-14;TORRE WTG;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
BJS;2026-06-26 08:00:00;2026-06-26 09:25:00;BJS-11;TORRE WTG;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
BJS;2026-06-26 08:00:00;2026-06-26 10:09:00;BJS-11;SISTEMA PITCH;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
BJS;2026-06-26 08:00:00;2026-06-26 10:11:00;BJS-11;NACELLE;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
BJS;2026-06-26 08:00:00;2026-06-26 10:12:00;BJS-11;GERADOR;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
BJS;2026-06-26 08:00:00;2026-06-26 11:20:00;BJS-11;CONVERSOR;INSPEÇÃO DE QUALIDADE DE AEROGERADOR;1
BJS;2026-06-26 08:00:00;2026-06-26 11:21:00;BJS-11;AEROGERADOR;APR - PT;1
BJS;2026-07-15 08:00:00;2026-07-15 11:10:00;BJS-20;GERADOR;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
BJS;2026-07-15 08:00:00;2026-07-15 15:18:00;BJS-20;NACELLE;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
BJS;2026-07-15 08:00:00;2026-07-15 15:20:00;BJS-20;AEROGERADOR;APR - PT;1
BJS;2026-07-15 08:00:00;2026-07-15 15:20:00;BJS-20;SISTEMA PITCH;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
BJS;2026-07-15 08:00:00;2026-07-16 11:24:00;BJS-20;TORRE WTG;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
BJS;2026-07-16 13:40:00;2026-07-16 14:28:00;STO-01;SISTEMA PITCH;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-16 13:40:00;2026-07-16 14:35:00;STO-01;NACELLE;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-16 13:40:00;2026-07-16 14:35:00;STO-01;TORRE WTG;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-16 13:40:00;2026-07-16 14:36:00;STO-01;GERADOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-16 13:40:00;2026-07-16 14:37:00;STO-01;CONVERSOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-16 13:40:00;2026-07-16 14:52:00;STO-02;CONVERSOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-16 13:40:00;2026-07-16 14:54:00;STO-02;SISTEMA PITCH;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-16 13:40:00;2026-07-16 14:59:00;STO-02;TORRE WTG;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-16 13:40:00;2026-07-16 15:00:00;STO-02;GERADOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-16 13:40:00;2026-07-16 15:00:00;STO-02;NACELLE;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-16 13:40:00;2026-07-16 15:01:00;STO-01;AEROGERADOR;APR - PT;1
BJS;2026-07-22 13:10:00;2026-07-22 14:57:00;BJS-20;AEROGERADOR;AVALIAÇÃO DE EQUIPE;1
BJS;2026-07-22 13:10:00;2026-07-22 14:59:00;BJS-20;CONVERSOR;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
BJS;2026-07-23 08:00:00;2026-07-23 08:33:00;BJS-12;GERADOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 08:34:00;BJS-12;NACELLE;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 08:36:00;BJS-12;CONVERSOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 08:36:00;BJS-12;SISTEMA PITCH;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 08:41:00;BJS-12;TORRE WTG;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 08:44:00;BJS-13;GERADOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 08:45:00;BJS-13;NACELLE;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 08:48:00;BJS-13;TORRE WTG;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 08:49:00;BJS-13;CONVERSOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 08:50:00;BJS-13;SISTEMA PITCH;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 08:57:00;BJS-11;GERADOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 08:58:00;BJS-11;NACELLE;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 09:01:00;BJS-11;SISTEMA PITCH;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 09:01:00;BJS-11;TORRE WTG;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 09:02:00;BJS-11;CONVERSOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 09:15:00;BJS-20;CONVERSOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 09:16:00;BJS-20;SISTEMA PITCH;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 09:17:00;BJS-20;GERADOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 09:20:00;BJS-20;NACELLE;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 09:21:00;BJS-20;TORRE WTG;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 09:24:00;BJS-19;GERADOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 09:25:00;BJS-19;NACELLE;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 09:26:00;BJS-19;TORRE WTG;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 09:27:00;BJS-19;SISTEMA PITCH;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 09:28:00;BJS-19;CONVERSOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 09:32:00;BJS-18;GERADOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 09:33:00;BJS-18;NACELLE;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 09:34:00;BJS-18;TORRE WTG;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 09:35:00;BJS-18;CONVERSOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 09:35:00;BJS-18;SISTEMA PITCH;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 09:45:00;BJS-18;AEROGERADOR;APR - PT;1
BJS;2026-07-23 08:00:00;2026-07-23 13:21:00;BJS-17;GERADOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 13:22:00;BJS-17;NACELLE;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 13:24:00;BJS-17;SISTEMA PITCH;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 13:24:00;BJS-17;TORRE WTG;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 13:25:00;BJS-17;CONVERSOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 13:33:00;BJS-16;GERADOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 13:34:00;BJS-16;NACELLE;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 13:35:00;BJS-16;TORRE WTG;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 13:36:00;BJS-16;CONVERSOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 13:36:00;BJS-16;SISTEMA PITCH;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 13:43:00;BJS-15;GERADOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 13:43:00;BJS-15;TORRE WTG;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 13:44:00;BJS-15;NACELLE;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 13:45:00;BJS-15;CONVERSOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 13:45:00;BJS-15;SISTEMA PITCH;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 13:50:00;BJS-14;GERADOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 13:51:00;BJS-14;NACELLE;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 13:54:00;BJS-14;TORRE WTG;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 13:56:00;BJS-14;CONVERSOR;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 13:56:00;BJS-14;SISTEMA PITCH;MPP1 - INSPEÇÃO EXTERNA DE AEROGERADOR - M6;1
BJS;2026-07-23 08:00:00;2026-07-23 13:59:00;BJS-14;CONVERSOR;INSPEÇÃO DE MANUTENÇÃO PREVENTIVA ANUAL;1
BJS;2026-07-23 08:00:00;2026-07-23 14:00:00;BJS-14;AEROGERADOR;AVALIAÇÃO DE EQUIPE;1
CE;2026-01-07 08:00:00;2026-01-07 08:10:00;PPG-WS;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-07 08:18:00;PPG-WS;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-07 08:30:00;PPG-00;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-07 08:30:00;PPG-01;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-07 08:30:00;PPG-02;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-07 08:30:00;PPG-10;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-07 08:30:00;PPG-14;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-07 08:30:00;PPG-17;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-07 08:30:00;PPG-29;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-07 08:30:00;PPG-2K;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-07 08:30:00;PPG-30;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-07 08:30:00;PPG-41;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-07 08:30:00;PPG-44;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-07 08:30:00;PPG-45;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-07 08:30:00;PPG-55;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-07 08:30:00;PPG-5D;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-07 08:30:00;PPG-63;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-07 08:30:00;PPG-6C;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-07 08:30:00;PPG-78;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-07 08:30:00;PPG-7C;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-07 08:30:00;PPG-89;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-07 08:30:00;PPG-91;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-07 08:30:00;PPG-97;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-07 08:40:00;PPG-53;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-07 08:40:00;PPG-67;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-07 09:00:00;PPG-19;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-07 09:30:00;PPG-1K;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-07 10:00:00;PPG-WS;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-08 00:00:00;PPG--1;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-08 00:00:00;PPG-11;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;2
CE;2026-01-07 08:00:00;2026-01-08 00:00:00;PPG-18;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-08 00:00:00;PPG-27;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-08 00:00:00;PPG-30;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-08 00:00:00;PPG-33;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-08 00:00:00;PPG-34;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-08 00:00:00;PPG-38;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-08 00:00:00;PPG-41;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;2
CE;2026-01-07 08:00:00;2026-01-08 00:00:00;PPG-53;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-08 00:00:00;PPG-56;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-08 00:00:00;PPG-57;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-08 00:00:00;PPG-60;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
CE;2026-01-07 08:00:00;2026-01-08 00:00:00;PPG-61;FERRAMENTAS EQUIPAMENTOS DE ENSAIO E MEDIÇÃO;MPP6 - AUDITORIA DE FERRAMENTAS - M6;1
